submission_id,score,language,code_algorithm,text_algorithm,same,code_probability,code_second_algorithm,code_second_probability,text_probability,text_second_algorithm,text_second_probability,description
1314234563,1.79,cpp,RING_SCAN,BOUNDING_BOX_SCAN,NO,0.40234375,BOUNDING_BOX_SCAN,0.35546875,0.828125,MANHATTAN_SCAN,0.0986328125,"The program reads the size of a rectangular grid (N rows, M columns), the maximum number of moves P, and the starting position (L, C). It then reads the integer value of each cell into a 2‑dimensional array indexed from 1. 

If P is zero the answer is simply the value in the starting cell. 
Otherwise the program first sets the current best value to the value at the starting position. It then scans a sub‑rectangle that is offset by one from the full Manhattan‑distance‑P diamond: the outer loop runs `i` from `L‑P+1` up to `L+P‑2`, and the inner loop runs `j` from `C‑P+1` up to `C+P‑2`. For every cell `(i, j)` inside this inner rectangle it updates the best value if the cell’s value is larger. 

After the rectangle scan the program explicitly checks the four cells that lie exactly P steps north, south, east, and west of the start: `(L‑P, C)`, `(L+P, C)`, `(L, C‑P)`, and `(L, C+P)`. If any of these cells contains a larger value, the best value is updated accordingly. Finally, the program outputs the maximum value found. 

The algorithm therefore considers only cells that are at most P steps away in Manhattan distance, but it does so by examining a rectangular region plus the four extreme points, without performing any path‑finding or boundary checks."
1314234605,35.71,java,ROW_BOUNDS_SCAN,RING_SCAN,NO,0.5859375,RING_SCAN,0.2431640625,0.765625,MANHATTAN_SCAN,0.1171875,"The program reads the grid dimensions \(N\) and \(M\), the maximum number of moves \(P\), and the starting coordinates \(L\) and \(C\). It then reads an \(N \times M\) matrix of integer diamond values, storing it in a 1‑based array `mat`. 

The core routine begins by setting `bestDiamond` to the value of the starting cell. It treats the allowed number of moves as a Manhattan radius: any cell whose row‑difference plus column‑difference from the start is at most \(P\) is considered reachable. To enumerate these cells, the code defines a square window from \((L-P,\,C-P)\) to \((L+P,\,C+P)\). For each row \(i\) in this window it computes an `offset` equal to \(P - |i-L|\); this offset is the maximum column distance allowed for that row. It then iterates over columns \(j\) from \(C-\text{offset}\) to \(C+\text{offset}\). For every such \((i,j)\) that lies inside the grid (the code only checks that \(i>0\) and \(j>0\), but does not guard against exceeding \(N\) or \(M\)), it compares the diamond value `mat[i][j]` with the current best and updates `bestDiamond` if a larger value is found. 

After scanning all cells within the Manhattan distance \(P\), the program outputs the maximum diamond value discovered. The algorithm is essentially a bounded diamond‑shaped scan around the starting position, implemented with nested loops and simple arithmetic to limit the column range per row."
1314234632,42.86,cpp,MANHATTAN_SCAN,RING_SCAN,NO,0.58984375,BOUNDING_BOX_SCAN,0.279296875,0.66015625,MANHATTAN_SCAN,0.275390625,"The program reads the grid dimensions \(N\) and \(M\), the maximum number of moves \(P\), and the starting position \((L,C)\). It then reads an \(N\times M\) matrix of integer diamond values, storing them in a 1‑based array `matrix`. 

A `Point` structure holds a row and column. The starting point `p1` is set to \((L,C)\) and its value is immediately added to a vector `values`. The program then iterates over all rows `i` from 1 to `N` and, mistakenly, over all columns `j` from 1 to `N` (instead of 1 to `M`). For each cell \((i,j)\) it computes the Manhattan distance to the start using `distancer(p1,p2)` and, if this distance is at most `P`, it appends the cell’s value to `values`. 

After collecting all reachable values, the program scans the `values` vector to find the maximum element, storing it in `maxim`. Finally, it prints this maximum value. Thus the program outputs the largest diamond value that lies within Manhattan distance `P` from the starting cell, albeit with a bug that limits column iteration to `N` instead of `M`."
1314234680,1.79,cpp,MANHATTAN_SCAN,GREEDY_NEIGHBOR_WALK,NO,0.1884765625,RING_SCAN,0.1669921875,1.0,UNKNOWN,0.000431060791015625,"The program reads the grid dimensions \(N\) and \(M\), the maximum number of moves \(P\), and the starting position \((L,C)\). It then reads the \(N\times M\) matrix of diamond values into a 2‑D array `v`. If no moves are allowed (\(P=0\)) it simply outputs the value at the starting cell.

Otherwise the code pads the array with a border of zeros so that every neighbor access is safe. It then simulates a walk of exactly \(P\) steps. At each step it looks at the four orthogonal neighbours of the current cell (north, west, south, east) and selects the one with the largest value. The current position is updated to that neighbour, and the maximum value seen so far (`frum_max`) is updated if the chosen neighbour’s value is larger. This greedy choice is repeated until \(P\) steps have been taken. Finally the program prints the largest diamond value that was encountered during the walk.

Thus the implementation follows a simple greedy path: always move to the adjacent cell with the highest value, keeping track of the best value seen along the way."
1314234735,39.29,cpp,ROW_BOUNDS_SCAN,RING_SCAN,NO,0.42578125,RING_SCAN,0.33203125,0.75,ROW_BOUNDS_SCAN,0.1904296875,"The program reads the grid dimensions `n` and `m`, the maximum number of moves `mutari`, and the starting position `(l, c)` (1‑based indices). It then reads the `n × m` matrix of diamond values into a 1‑based vector `mat`. 

To find the best diamond reachable in at most `mutari` steps, the code iterates over rows `i` from `l‑mutari` to `l+mutari`. For each row it keeps a variable `aux` that represents the horizontal reach allowed at that row: it starts at 0 and is increased by one for each row above the start and decreased for each row below. Inside the row loop it scans columns `j` from `c‑aux` to `c+aux`. For every cell that lies inside the grid bounds (the code mistakenly checks the row limit `n` for columns as well), it updates a running maximum `max` with the value of `mat[i][j]`. 

After processing all rows within the diamond, the program prints the maximum value found. The algorithm therefore attempts to examine all cells within a Manhattan‑distance diamond around the starting position, but it contains off‑by‑one errors in the bounds checks and uses the wrong dimension for column limits."
1314234782,1.79,java,GREEDY_NEIGHBOR_WALK,UNKNOWN,NO,0.80078125,UNKNOWN,0.1787109375,0.84375,MANHATTAN_SCAN,0.0888671875,"The program reads the grid dimensions, the maximum number of moves P, and the starting position (L, C). It stores the grid in a 1‑based array `matrix`. It then initializes `max` to the value at the starting cell and keeps two variables `L1` and `C1` that will hold the coordinates of the best cell found.

In a loop that runs exactly P times, the code looks at the four orthogonal neighbours of the starting cell (north, south, west, east). For each neighbour it checks whether its value is larger than the current `max`. If so, it updates `max` and records that neighbour’s coordinates in `L1` and `C1`. The loop does **not** change the current position `L` and `C`; it repeatedly compares the same four neighbours, so after the first iteration the values of `max`, `L1`, and `C1` will never change again.

After the loop finishes, the program outputs the value stored in `matrix[L1][C1]`, which is the maximum value among the starting cell and its four immediate neighbours (or the starting cell itself if all neighbours are smaller). The number of allowed moves P has no effect beyond the redundant iterations."
1314234803,41.07,cpp,RING_SCAN,ROW_BOUNDS_SCAN,NO,0.384765625,ROW_BOUNDS_SCAN,0.33984375,0.9609375,RING_SCAN,0.025634765625,"The program reads the grid dimensions \(N\) and \(M\), the maximum number of moves \(P\), and the starting position \((L,C)\). It then reads the \(N\times M\) matrix of diamond values into a 1‑based vector `mat`. 

To find the largest value reachable in at most \(P\) steps, the code iterates over all rows \(i\) from \(L-P\) to \(L+P\). For each such row it keeps a variable `aux` that represents the horizontal reach allowed at that row: `aux` starts at 0, increases by one for each row above the start until the start row, then decreases by one for each row below. Thus for a given row \(i\) the code scans columns \(j\) from \(C-aux\) to \(C+aux\). During the scan it checks that the indices stay within the grid bounds (although the bounds checks are slightly off because the matrix is 1‑based). Whenever a cell’s value exceeds the current maximum, the maximum is updated. 

After all rows in the diamond‑shaped region have been examined, the program prints the maximum value found. This approach effectively explores all cells whose Manhattan distance from the starting position is no greater than \(P\)."
1314234838,8.93,java,DP_RADIUS,DFS_RADIUS,NO,0.640625,DFS_RADIUS,0.1259765625,0.8359375,UNKNOWN,0.11328125,"The program reads the grid dimensions \(N\) and \(M\), the maximum number of moves \(P\), and the starting position \((L,C)\). The grid values are stored in a 1‑indexed array `matrice`. A second array `dp` of the same size is used to cache results of subproblems; every entry is initially set to `Integer.MIN_VALUE` to indicate “not yet computed”.

The core routine is the recursive method `helperDiamond(i,j,ramase)`. It returns the largest diamond value that can be reached from cell \((i,j)\) when exactly `ramase` moves remain. If no moves are left (`ramase==0`) the method simply returns the value stored in `matrice[i][j]`. Otherwise the method explores the four orthogonal neighbours (north, west, south, east) that stay inside the grid. For each neighbour it first checks whether the result for that neighbour with one fewer remaining move has already been computed and stored in `dp`. If not, it recursively calls itself for that neighbour with `ramase-1` and then stores the returned value in `dp`. The maximum of the four neighbour results is kept in a local variable `max`. After all neighbours are processed, the current cell’s value in `matrice` is overwritten with this maximum, and the maximum is returned.

The initial call is `helperDiamond(L,C,P)`. The returned value is printed as the answer. The algorithm therefore performs a depth‑first search with memoisation over all paths of length up to `P`, but it does not correctly account for the fact that the same cell may be visited multiple times with different remaining‑move counts; it simply keeps the best value found for each cell regardless of the remaining steps. The recursion depth is bounded by `P`, and the program uses the two 2‑D arrays to store intermediate results."
1314234877,1.79,java,MANHATTAN_SCAN,GREEDY_NEIGHBOR_WALK,NO,0.474609375,UNKNOWN,0.1748046875,1.0,UNKNOWN,0.00075531005859375,"The program reads the size of a rectangular grid (N rows, M columns), the maximum number of moves P, and the starting position (L, C) – converted to 0‑based indices. It then reads the N × M matrix of integer diamond values. 

For each of the P moves it calls the helper `getMax`, which examines the four cells that are directly north, east, south, and west of the current position. It starts by assuming the south neighbour (row + 1, same column) is the best, then compares that value with the east neighbour, the west neighbour, and finally the north neighbour, updating the candidate coordinates whenever a larger value is found. The function returns the coordinates of the neighbour with the largest value among those four. The main loop updates the current position to these coordinates for the next iteration. 

After performing up to P such greedy steps, the program outputs the value of the diamond located at the final position. The algorithm therefore moves the piece greedily to the locally highest adjacent diamond at each step, without any boundary checks or consideration of the overall path."
1314234881,3.57,java,UNKNOWN,RING_SCAN,NO,0.4453125,MANHATTAN_SCAN,0.34765625,0.5703125,MANHATTAN_SCAN,0.26953125,"The program reads the size of a rectangular grid, the maximum number of moves P, and the starting position (L, C). It stores the grid values in a 1‑based array `table`. 

It then scans up to P cells in each of the four cardinal directions from the start. For each step i it compares the value of the cell directly north (`table[L‑i][C]`), directly west (`table[L][C‑1]`), directly east (`table[L][C+i]`), and directly south (`table[L+i][C]`) with the current best value found in that direction, keeping the maximum for each direction in the variables `nord`, `vest`, `est`, and `sud`. (Note that the west and east checks use a fixed offset of 1 and 0 + i respectively, and the east value is mistakenly stored in `vest`.)

After the loop, the program starts with `max` equal to the value at the starting cell. It then checks each direction in turn: if a direction’s maximum is strictly greater than the other three direction maxima, it updates `max` to that value. Finally it prints `max`.

Thus the output is the value of the starting cell or, if one of the four direction maxima is strictly the largest among them, that direction’s maximum value. The program does not consider any path that turns or uses more than one step in a direction; it only looks at the farthest cell in each straight line up to P steps."
