submission_id,gold,prediction,correct,extraction_source,raw_output
1370607065,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n, m, p, l, c. Then loops over all cells i=1..n, j=1..m, reads a, and if abs(i-l)+abs(j-c)<=p, updates ans. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. So output ""MANHATTAN_SCAN"".<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1344626355,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n, m, p, l, c. Then loops over all cells i=1..n, j=1..m, reads x, computes d = abs(l-i)+abs(c-j). If d <= p and x > maxim, update maxim. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. So output ""MANHATTAN_SCAN"".<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1314234451,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n,m,p,l,c. Then loops over all cells i=1..n, j=1..m, reads f, and if f > max and abs(l-i)+abs(c-j) <= p, updates max. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. So output ""MANHATTAN_SCAN"".<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1344373888,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n,m,p,x,y. Then loops over all cells i=1..n, j=1..m, reads a, computes dist=abs(x-i)+abs(y-j). If dist <= p and a > max, update max. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. It's not using row bounds or BFS. So label: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|>"
1314234384,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads N, M, P, J.x, J.y. Then loops over all cells i=1..N, j=1..M, reads x, computes d = abs(J.x - i) + abs(J.y - j). If d <= P, updates rs = max(rs, x). This is scanning all cells and checking reachability using Manhattan distance. That matches the description of MANHATTAN_SCAN. So answer: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|>"
1332550913,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n, m, p, pos_i, pos_j. Then loops over all cells, reading each value, and checks if abs(i - pos_i) + abs(j - pos_j) <= p and updates max_val. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. It's not using row bounds or BFS. So label: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1323422331,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads n, m, p, l, c. Then loops over all cells i=1..n, j=1..m, reads nr, and checks if abs(l-i)+abs(c-j)<=p and nr>max. So it's scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. It's not using row bounds or BFS. So label: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1391907417,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads N, M, P, L, C. Then loops over all cells i=1..N, j=1..M, reads val, checks if abs(i-L)+abs(j-C)<=P, if so updates max. This is scanning all cells and checking Manhattan distance. That matches MANHATTAN_SCAN. It's not using row bounds or BFS. So label: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1323366910,MANHATTAN_SCAN,MANHATTAN_SCAN,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code reads matrix, for each cell calculates Manhattan distance abs(l-i)+abs(c-j) <= p, updates max. This is scanning all cells and checking reachability using Manhattan distance. That matches MANHATTAN_SCAN. Not BFS, not row bounds. So label: MANHATTAN_SCAN.<|end|><|start|>assistant<|channel|>final<|message|>MANHATTAN_SCAN<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
1391817300,BFS_RADIUS,BFS_RADIUS,True,final,"<|channel|>analysis<|message|>We need to classify the algorithmic strategy. The code uses BFS from starting cell, exploring up to p steps, tracking visited, updating maxBeauty. That matches BFS_RADIUS. So label: BFS_RADIUS.<|end|><|start|>assistant<|channel|>final<|message|>BFS_RADIUS<|return|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
