submission_id,score,language,code_algorithm,text_algorithm,same,code_probability,code_second_algorithm,code_second_probability,text_probability,text_second_algorithm,text_second_probability,description
1314235050,2.5,cpp,UNKNOWN,BFS,NO,0.671875,BFS,0.31640625,0.890625,UNKNOWN,0.09375,"The program first reads the number of students `students` and the number of friendship pairs `relationships`. 
It creates an array called `level` that can hold `students` vectors of integers. 
The vector `level[0]` is filled with the single value `1`, representing that student 1 knows the news at time 0. 

While the input still contains pairs `parent child`, the program processes each pair one by one. 
For the current pair it scans all indices `i` from `0` to `students‑1`. 
At each index it checks whether exactly one of the two students of the pair is already stored in `level[i]`. 
If the first student (`parent`) is found in `level[i]` but the second (`child`) is not, the program puts `child` into the next vector `level[i+1]` and stops checking further indices for this pair. 
(If the second student were the one already present, the same test would add the first student to the next level, but the code only adds when the first student is present.)

After all pairs have been read, the program scans the `level` array from the beginning. 
It looks for the first index `i` whose vector is empty. 
When it finds such an index, it prints `i‑1` and stops. 
Thus the printed number is the highest index that contains at least one student, which corresponds to the last “time step” that received a new student."
1314236456,35.0,java,DIJKSTRA,BFS,NO,0.6640625,BFS,0.27734375,0.9140625,DIJKSTRA,0.0849609375,"The program reads a number of students \(N\) and a number of friendship pairs \(M\). 
It builds an adjacency list: an array `vecini` of size \(N+1\) where each entry is a list that holds the neighbours of that student. For every pair \(a, b\) read from input, the program adds \(b\) to the list of \(a\) and \(a\) to the list of \(b\).

Two integer arrays are created: 
* `d` – stores a distance value for each student, initially all zeros. 
* `vizitat` – marks whether a student has already been processed, initially all zeros.

A priority queue `q` holds objects of type `Pair`, each containing a student id (`node`) and a distance (`distance`). The queue orders pairs by the distance value in ascending order. The program starts by putting the first student (id 1) into the queue with its current distance (which is 0).

The main loop runs while the queue is not empty. In each iteration:

1. The pair at the front of the queue (`u`) is examined. 
2. For every neighbour `v` of `u.node` (obtained from the adjacency list), the program checks if `v` has not been visited (`vizitat[v] == 0`). 
 * If not visited, it sets `d[v] = u.distance + 1` and inserts a new pair `(v, d[v])` into the queue. 
3. After all neighbours are processed, the pair `u` is removed from the queue and `vizitat[u.node]` is set to 1, marking that student as processed.

Thus each student is processed once, and its neighbours are added to the queue with a distance one greater than the current student’s distance. Because the queue orders by distance, students with smaller distances are processed earlier.

After the loop finishes, the program scans the `d` array to find the largest distance value stored. That maximum value is printed. This value represents the longest number of steps needed for the news to reach any student, starting from student 1."
1314236508,5.0,java,BFS,DIJKSTRA,NO,0.51953125,UNKNOWN,0.24609375,0.7265625,BFS,0.236328125,"The program reads two numbers, **N** and **M**, which are the number of students and the number of friendship pairs. 
It then reads **M** pairs of integers. For each pair `(x, y)` it puts `y` into a list that belongs to `x` and `x` into a list that belongs to `y`. 
These lists are stored in an array called `adj`. 
So `adj[i]` contains all students that are direct friends of student `i`. 
The array has a fixed size of 100 005, but only the first `N` positions are used.

After the graph is built, the program prepares several helper arrays:

* `d` – a list that holds a large initial value (`distanceMAX`) for every student. 
 `d[i]` will later hold the number of “steps” needed for student `i` to learn the news. 
 The entry for student 1 (the source) is set to 0, because that student knows the news at time 0.

* `parents` – an array that records, for each student, the student from which it received the news. 
 All entries start at –1.

* `visited` – a Boolean array that marks whether a student has already been processed. 
 All entries start as `false`; the source student is marked `true`.

A priority queue called `queue` is created. The source student (1) is added to this queue.

The main loop runs while the queue is not empty:

1. The student `u` at the front of the queue is removed. 
 It is marked as visited (again, though it was already marked before).

2. The program looks at every friend `v` of `u` (by iterating over `adj[u]`).

3. For each friend `v` that has not yet been visited and whose current distance value is larger than the distance of `u` plus one, the program does the following:
 * If `v` is already in the queue, it is removed first.
 * The distance of `v` is updated to `d[u] + 1`.
 * The parent of `v` is set to `u`.
 * `v` is added to the back of the queue.

Because the queue"
1314236554,2.5,java,UNKNOWN,BFS,NO,0.71484375,BFS,0.232421875,0.53125,UNKNOWN,0.412109375,"The program reads the number of students `n` and the number of friendship pairs `m`. 
It builds a square table called **matrix** of size `(n+1) × (n+1)`. 
For every friendship pair `(x , y)` it writes a `1` in `matrix[x][y]`. 
The table is not filled symmetrically, so only the direction written in the input is stored.

A boolean array **visited** of length `n+1` keeps track of which students already know the news. 
All entries are initially `false`; the program then sets `visited[1] = true` because student 1 knows the news at time 0.

The main part of the program uses a loop that runs while there is at least one student that has not yet been marked as visited. 
Inside this loop the program scans the students one by one:

1. If the current student `i` is already visited, it skips to the next student. 
2. If `i` is not visited, the program looks at every possible friend `j` (from `1` to `n`). 
 For each `j` it checks whether `matrix[i][j]` equals `1`. 
 If it does, the program sets `visited[j] = true`, meaning that student `j` now knows the news. 
3. After scanning all `j` for this `i`, the program increases a counter called **count** by one. 
 This counter represents the number of times the program has processed an unvisited student. 
4. The program then checks the whole `visited` array. 
 If it finds any `false` value, it sets a flag `OK` to `true` so that the outer loop will run again. 
 If all entries are `true`, `OK` becomes `"
1314236875,2.5,cpp,UNKNOWN,BFS,NO,0.859375,BFS,0.1318359375,0.80078125,UNKNOWN,0.1787109375,"The program reads the number of students and the number of friendship pairs. 
It keeps two lists of integers: **parents** and **childs**. 
Initially **parents** contains only the student with id 1, and **childs** is empty.

For every friendship pair read from the input it does the following:

1. It checks whether the first student of the pair (`parent`) is already in the **parents** list. 
 *If it is*, the second student (`child`) is added to the **childs** list, but only if it is not already there.

2. If the first student is **not** in **parents**, the program checks whether it is in **childs**. 
 *If it is*, this means that the current pair connects a student that was just discovered in the previous step to a new student. 
 In this case the program:
 * increases a counter (`counter`) by one,
 * swaps the two lists so that the newly found students become the new **parents**,
 * clears the old **childs** list,
 * and adds the new student (`child`) to the now‑empty **childs** list.

After all pairs have been processed, the program outputs the value of `counter`.

Thus the program tries to group students into layers: the first layer starts with student 1, the next layer consists of students directly connected to any student in the first layer, and so on. Each time a new layer is started, the counter is increased. The final printed number is the count of times a new layer was started during the single pass through the input pairs."
1314237032,2.5,java,UNKNOWN,BFS,NO,0.4765625,BFS,0.421875,0.91796875,UNKNOWN,0.06640625,"The program reads two numbers, **N** (the number of students) and **M** (the number of friendship pairs). 
It then creates an array called `arr` that has `m+1` positions. 
For each of the `M` pairs it reads two integers `t` and `p` and puts `p` into the list at `arr[t]` and `t` into the list at `arr[p]`. 
Thus each list `arr[i]` is intended to hold the friends of student `i`. 
(If a student number is larger than `m`, the list for that student is never created, but the code still tries to use it.)

After building the lists, the program creates an integer array `visited` of size `n+2` and sets every entry to `0`. 
This array will mark whether a student has already heard the news (`1`) or not (`0`).

A `Vector<Integer>` called `next` is filled with all student numbers from `1` to `n`. 
This vector is used to keep track of which students still need to be processed.

The main loop uses an index variable `i` that starts at `1`. 
A counter `count` is initialized to `0` and will be increased each time the loop processes a student.

Inside the loop:

1. If `visited[i]` is `0`, the student `i` is marked as visited (`visited[i] = 1`) and a separate counter `c` is increased. 
2. If the vector `next` is not empty and not all students are visited (`c != n`), the current student `i` is removed from `next`. 
3. For every friend `it` listed in `arr[i]` the program: 
 * marks that friend as visited (`visited[it] = 1`), 
 * increases `c`, 
 * removes that friend from `next`. 
4. The loop counter `count` is increased by one, representing the passage of one time unit. 
5. If `next` still contains elements, the program sets `i` to the first element in `next` (the smallest index still in the vector). 
 If"
1314237057,2.5,cpp,UNKNOWN,BFS,NO,0.97265625,BFS,0.0228271484375,0.78125,UNKNOWN,0.173828125,"The program reads the number of students and the number of friendship pairs. 
It does **not** build a full adjacency list or matrix. 
Instead it keeps two small lists:

* **parents** – the students that are known to have the news at the current moment. 
 Initially it contains only student 1. 
* **childs** – the students that will learn the news in the next moment. 
 It starts empty.

For every friendship pair `(parent, child)` that is read from the input the program does:

1. If the first student of the pair is already in **parents** and the second student is not yet in **childs** and also not already in **parents**, the second student is added to **childs**. 
 This means the second student will learn the news one moment after the first.

2. If the first student of the pair is **not** in **parents** but **is** already in **childs**, the program interprets this as the end of the current “wave” of news. 
 It then:
 * increases a counter that counts how many waves have finished,
 * clears **parents**,
 * copies all students from **childs** into **parents** (they become the new wave),
 * clears **childs** to start collecting the next wave.

After all friendship pairs have been processed, the program outputs the value of the counter. 
This counter represents the number of times the"
1314237059,2.5,java,UNKNOWN,BFS,NO,0.50390625,BFS,0.392578125,0.54296875,UNKNOWN,0.423828125,"The program reads a number of students `n` and a number of friendship pairs `m`. 
It builds an adjacency list: an array `arr` of size `m+1` where each entry is a list of the friends of the student whose index is the list’s position. For every input pair `(t , p)` the program adds `p` to the list at `arr[t]` and `t` to the list at `arr[p]`. 

After the graph is stored, the program prepares an array `visited` of length `n+2`. All entries are set to `0`, meaning “not yet known the news”. 
A `Vector<Integer>` called `next` is filled with all student numbers from `1` to `n`. This vector is intended to keep the students that still need to be processed. 

The main loop uses an index variable `i` that starts at `1`. In each iteration the following happens:

1. If student `i` has not been visited, the program marks it visited (`visited[i] = 1`) and increases a counter `c` that counts how many students have been marked visited. 
2. If the `next` vector is not empty and not all students are visited (`c != n`), the program removes the element `i` from `next`. 
3. For every friend `it` of student `i` (obtained from `arr[i]`), the program marks that friend visited, increments `c`, and removes that friend from `next`. 
4. A variable `count` that represents the number of time steps is increased by one. 
5. The program then decides the next value of `i`. If `next` still contains elements, it takes the first element in the vector (`next.get(0)`). If that element is larger than the current `i`, `i` is set to that element; otherwise `i` is simply incremented by one. If `next` is empty, the loop ends. 

When the loop finishes, the variable `count` holds the number of iterations that were performed. The program prints this value. This printed number is intended to represent the time needed for all students to learn the news, based on the way the"
1314237086,15.0,java,DFS,BFS,NO,0.8515625,BFS,0.0615234375,0.99609375,DIJKSTRA,0.00070953369140625,"The program reads a number of students \(N\) and a number of friendship pairs \(M\). 
It builds an adjacency list: an array of lists where the list at index \(i\) contains all students that are friends with student \(i\). 
For example, if the input contains “1 2”, the number 2 is added to the list for 1 and the number 1 is added to the list for 2.

After the graph is built, the program prepares three arrays of length \(N+1\):

* `visited` – marks whether a student has already been taken from the processing queue. 
* `parent` – stores the student that first discovered this student. 
* `d` – stores a value called “depth” that the program calculates for each student.

A linked list called `stack` is used as a queue. The student with id 1 is added first, and its parent is set to –1. 
The program then repeatedly removes the first element from the queue (`pollFirst`). 
When a student `u` is removed, it is marked as visited. 
For every friend `v` of `u` that has not yet been visited, the program:

1. Sets `parent[v]` to `u`. 
2. Computes a depth value for `v` by walking up the parent chain from `u` back to the root (student 1), counting how many steps are taken. 
3. Stores that count in `d[v]`. 
4. Adds `v` to the end of the queue.

Thus each student is processed once, and its neighbours that are not yet processed are queued for later processing. The order in which neighbours are added is the order they appear in the adjacency list, so the queue behaves like a first‑in, first‑out structure.

After the queue becomes empty, every student has a depth value in `d`. 
The program scans all students from 2 to \(N\) and keeps the largest depth found. 
That maximum depth is printed as the final result.

In short, the program builds a graph, walks through it starting from node 1, records a depth value for each node based on how many parent links separate it from the start, and finally outputs the largest depth among all nodes."
1314237179,2.5,cpp,UNKNOWN,BFS,NO,0.9609375,BFS,0.032958984375,0.984375,UNKNOWN,0.01239013671875,"The program reads the number of students and the number of friendship pairs. 
It does **not** build a full adjacency list or matrix. 
Instead it keeps two small lists:

* **parents** – the students that are already known to have the news at the current moment. 
 Initially it contains only student 1. 
* **childs** – the students that will learn the news in the next moment. 
 It starts empty.

For every friendship pair `(parent, child)` read from the input the program checks two situations:

1. **Adding a new student to the next moment** 
 If the first person of the pair is already in `parents`, the second person is not yet in `childs`, and neither person is in the other list, the second person is appended to `childs`. 
 This means that the second person will learn the news one step later.

2. **Starting a new moment** 
 If the first person is **not** in `parents` but **is** already in `childs`, and the second person is not in either list, the program interprets this as the end of the current moment and the beginning of the next one. 
 It then:
 * increases the counter (`counter++`) – this counter counts how many moments have passed. 
 * clears the `parents` list and copies all students from `childs` into it"
